,P0,AB,P1,ABa,ABp,EMS,P2,ABal,ABar,ABpl,ABpr,MS,E,C,P3,ABalx,ABarx,ABplx,ABprx,MSx,Ex,Cx,D,P4,1-cell,2-cell,4-cell,8-cell,16-cell
acr-16,25.026,2.242,5.974,25.424,0,10.896,0,20.012,0.92,0.04,31.222,8.4225,2.658,0.07,0,27.521,41.55166667,18.60636364,4.541666667,3.6075,1.081,0.29,0.106666667,58.81333333,25.026,4.108,9.08,7.905128205,16.04233333
acr-17,2.766,3.452,0,0,0.956,0,0,0,33.204,0,0,0.39,0,0,0,17.976,8.315,0.128181818,4.169166667,0,0,0,0.051666667,0,2.766,1.726,0.239,4.296923077,3.681
acr-18,0.114,0,0,4.678,5.454,8.046,0.058,0,0,15.804,0,0,0,0,0,0,0,0,8.03,0,0,1.639090909,0,1.366666667,0.114,0,4.559,2.026153846,1.362111111
acr-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acr-2,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004102564,0
acr-20,0,0,0.07,0,0,0,0,0,0,0,0.482,24.3475,0,0,0,5.872,0,0.032727273,1.138333333,0,5.162,0.201818182,0,0,0,0.035,0,2.558974359,1.406444444
acr-21,0,0,0,0,0,0,0,0,4.752,0,0,1.185,3.808,0,0,0,3.459166667,11.96636364,0,0,0,0,0,0,0,0,0,1.218974359,1.923777778
acr-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acr-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082727273,0.258333333,0,0,0,0,0,0.027333333
acr-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acr-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592,0,0,0,0,0,0,0,0.176888889
acr-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0,0,0.006333333
acr-6,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008461538,0
acr-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061666667,0,0,0,0,0,0,0,0,0.008222222
acr-8,1.364,0.4,0.602,1.186,1.248,0.358,0.076,1.294,2.872,2.212,1.75,2.425,1.232,1.114,0.262,1.475,1.224166667,2.878181818,2.575,5.658333333,3.67,3.433636364,0,0,1.364,0.501,0.717,1.625128205,2.604111111
acr-9,0.334,0,0,0,5.376,0,3.356,0,0,0,0,0,0,11.784,0,0,0,0,0,0,0,0,0,0,0.334,0,2.183,1.510769231,0
acs-1,10.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.199166667,0,0.053636364,0.461666667,0,10.846,0,0,0,0.997222222
acs-10,0,0,0,0,0,0,0,0,0.064,0,0,2.105,0,0,0,7.13,0.099166667,0,0,0,0,0,0,0,0,0,0,0.224102564,0.805444444
acs-11,94.788,100.668,99.672,68.816,85.668,32.704,68.094,28.782,46.352,109.802,21.814,69.385,0.452,0.758,16.928,48.099,0,15.65727273,0,0,0,0,39.76833333,0,94.788,100.17,63.8205,35.94820513,9.909222222
acs-12,0.032,0,0.06,0,0,0.114,0,0,0,0,2.414,0,0,0,0,0.027,0.691666667,0.058181818,0.023333333,0,20.774,22.26,0,0.093333333,0.032,0.03,0.0285,0.309487179,5.140555556
acs-13,166.896,169.748,305.23,79.662,67.496,78.88,272.72,15.256,19.008,10.78,19.336,0.575,25.764,99.09,251.034,9.706,13.23,4.385454545,23.98416667,70.27416667,127.328,4.126363636,59.55666667,90.79833333,166.896,237.489,124.6895,56.50358974,40.62177778
acs-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acs-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4025,0,0,0.065454545,0,0,0,0,0,0,0.061666667
acs-16,0,1.04,0,0,0,0,0,0.052,0,2.238,0,0,0,0.304,0,0,0,5.331818182,0,0,0,2.757272727,0,0,0,0.52,0,0.332564103,0.988666667
acs-17,1.34,0.588,0.424,0,0.088,0,12.068,19.938,0.084,0.044,0,2.84,0.056,0.048,0,0.427,6.425,10.68181818,0,27.35666667,0.287,11.42636364,0,0,1.34,0.506,3.039,2.877179487,7.285666667
acs-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acs-19,294.556,242.882,284.006,169.028,162.476,118.126,261.214,4.518,52.874,52.934,49.374,52.1475,32.764,57.276,229.8,33.897,9.494166667,7.827272727,9.315,2.074166667,5.473,1.393636364,84.29,171.17,294.556,263.444,177.711,66.82794872,25.31655556
acs-2,4.236,5.544,4.016,3.492,0.804,4.71,0,8.474,0,0,0,0,0,0,0,14.287,3.019166667,0.031818182,16.93166667,3.388333333,2.153,2.260909091,1.351666667,0,4.236,4.78,2.2515,1.086410256,5.308888889
acs-20,19.992,8.918,8.22,14.062,2.698,44.248,42.38,20.914,4.746,18.604,2.386,17.325,43.62,0.042,47.512,0.72,0.024166667,3.029090909,15.65916667,20.32666667,1.768,3.369090909,0,2.623333333,19.992,8.569,25.847,19.44666667,6.034666667
acs-21,1.202,0.252,7.194,0.834,0,0,0,6.32,0,0,0,0,2.23,0,0,0,0,0,0,0.19,0,0,0,0,1.202,3.723,0.2085,1.096153846,0.025333333
acs-22,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.221,0,0.017272727,0,0,271.927,0.057272727,0,0.055,0,0,0,0.015384615,30.25144444
acs-3,0,3.088,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.375,0,0,0,0.090833333,238.847,0,0,0.26,0,1.544,0,0.007948718,26.60966667
acs-4,190.366,147.974,225.254,35.846,30.124,144.894,252.258,52.876,103.194,23.644,10.382,42.0775,2.478,35.092,190.492,57.529,132.7758333,24.95090909,49.0725,48.88416667,56.928,53.40727273,113.905,155.0666667,190.366,186.614,115.7805,57.92564103,70.99033333
acs-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.706,0.14,0,0,0.6625,0.049166667,71.789,0.018181818,0,0,0,0,0,1.500769231,8.089222222
acs-6,0,0,0,0,0,2.982,0,0.254,0,0,0,0,0,0,0.088,0,0,0,0,0,0.601,0,0,0,0,0,0.7455,0.043846154,0.066777778
acs-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.505,0.069166667,0,0.050833333,0.375,0,0,0,0,0,0,0,0,0.566555556
acs-9,0,0,0,4.336,0,0,0,0,0,0,0,1.3675,0,0,0,34.103,4.361666667,30.52909091,4.208333333,18.37,0,0.036363636,0,0,0,0,1.084,0.14025641,11.117
act-1,83.622,79.856,107.162,108.386,115.892,94.796,91.72,143.11,177.748,149.446,189.99,201.8175,216.292,160.992,164.384,171.932,168.5233333,151.6154545,200.1291667,222.9991667,179.343,161.1945455,421.01,151.37,83.622,93.509,102.6985,174.7969231,194.3084444
act-2,482.134,566.882,587.772,612.62,587.036,544.348,547.438,725.462,677.154,693.768,819.022,708.4425,1070.518,648.232,598.468,674.992,980.4066667,827.8945455,853.1316667,845.4925,779.662,1062.248182,1439.38,816.5933333,482.134,577.327,572.8605,743.51,900.248
act-3,207.164,160.47,170.156,203.4,195.704,176.432,163.986,318.802,327.816,232.582,291.392,495.84,270.344,272.026,310.128,250.314,313.0125,374.6654545,322.3383333,434.64,354.519,390.4163636,462.995,293.6466667,207.164,165.313,184.8805,310.2258974,353.8218889
act-4,61.474,177.596,116.64,95.72,194.498,166.908,103.232,114.238,145.074,94.014,102.252,84.8925,94.468,118.474,92.764,142.108,163.1708333,115.4136364,138.6425,132.8716667,73.567,187.8881818,145.2683333,75.23,61.474,147.118,140.0895,106.3074359,133.692
act-5,0.208,0.924,1.518,0.534,1.484,0.658,0.412,0.732,0.304,0,0,0,0,0.644,0.102,0.599,0.154166667,0.982727273,1.1625,0.5025,0.082,0.3,0.996666667,0.77,0.208,1.221,0.772,0.228461538,0.592777778
acy-1,1.522,4.816,0,0,0,0,0.026,0,0,0,0,0,0,0.312,6.41,2.072,0,0,0,0.503333333,0,0,0,0.216666667,1.522,2.408,0.0065,0.861794872,0.311777778
acy-2,0,0,0,0,0,0,2.314,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.228333333,0,0,0.5785,0.003076923,0.215222222
acy-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acy-4,0.912,1.12,0,0.16,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0.56,0.04,0.004358974,0
ada-2,78.846,111.592,91.602,98.788,124.818,113.784,44.48,193.182,65.736,98.43,112.36,81.8775,40.988,90.15,48.974,193.078,98.83,113.9936364,30.1925,112.6975,104.886,100.0045455,27.00666667,260.49,78.846,101.597,95.4675,91.70794872,110.6582222
adbp-1,124.292,65.558,95.33,123.174,113.08,91.006,74.402,77.33,140.418,118.454,160.468,193.045,69.454,134.762,243.836,91.083,76.705,75.63272727,32.64583333,33.1075,84.061,53.43363636,72.71333333,112.4566667,124.292,80.444,100.4155,140.9176923,66.57433333
add-1,0,0,0,0,0,0,0,0,0.046,0.168,0,0,8.116,0,0,3.602,0.319166667,0.567272727,2.178333333,26.31833333,7.614,0.137272727,0,0,0,0,0,1.067948718,5.174444444
add-2,145.422,173.55,146.43,134.986,136.62,80.014,89.444,202.292,203.432,388.218,272.68,75.6875,28.894,207.28,192.074,163.491,157.9225,172.0872727,174.2258333,113.6933333,323.625,245.0654545,3.07,146.3,145.422,159.99,110.266,199.4128205,174.5128889
adm-2,16.002,13.164,10.49,22.944,20.426,5.084,11.85,10.316,1.024,5.47,16.902,0,0,18.224,1.172,0,0.043333333,0.215454545,1.835833333,12.32416667,0.167,0,0,24.96,16.002,11.827,15.076,6.808717949,3.602666667
adm-4,66.602,62.048,16.414,62.222,58.776,38.242,48.3,25.66,36.936,28.332,19.548,82.2975,0.112,27.876,7.988,5.799,0.268333333,0.064545455,5.7275,0.756666667,0,4.873636364,0.9,60.935,66.602,39.231,51.885,27.21666667,6.270555556
adpr-1,1.91,0,0,0.06,0,0,0,0,8.78,0,0.054,0,0,0,0,0.882,0.465833333,0,0,0,0,0,0,0,1.91,0,0.015,1.132564103,0.160111111
adr-1,1.972,5.816,7.076,9.952,5.678,19.254,3.624,7.714,2.662,7.77,0.276,7.02,7.416,16.528,10.06,15.977,28.875,28.55454545,36.41416667,15.83083333,10.798,14.72545455,0,3.946666667,1.972,6.446,9.627,7.441282051,19.34388889
adr-2,130.18,156.134,131.032,160.942,176.932,129.662,93.908,163.312,220.158,149.636,134.55,309.815,176.194,205.892,122.592,194.584,145.2208333,157.5836364,214.4125,151.73,85.444,144.0290909,184.39,79.37,130.18,143.583,140.361,182.0751282,153.7437778
ads-1,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,5.511,15.51583333,0.037272727,0,6.723333333,0,2.333636364,0,0,0,0,0,0.021282051,3.867333333
adt-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adt-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.009166667,0,0,0.035454545,0,0,0,0,0,0,0.405555556
aex-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aex-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aex-3,0.846,0,0,0,0.198,0,0,1.308,0,0,0.026,0.71,0.034,0,0,0,0.026666667,0.012727273,9.965,0,0,0,0,0,0.846,0,0.0495,0.248205128,1.333777778
aex-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aex-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0.008666667
aex-6,0,0,0,0,0,0,0,0.312,0.628,0,0,0.1275,0,0.09,0,1.262,5.538333333,0,0.1175,0.61,0,0.180909091,0,0,0,0,0,0.145128205,0.997777778
afd-1,12.826,18.222,3.916,9.748,12.398,4.148,4.392,0.728,1.212,0.828,0.06,0.96,7.322,1.344,0.466,0.332,2.710833333,0.986363636,0.119166667,7.570833333,7.299,5.327272727,1.855,0.431666667,12.826,11.069,7.6715,1.631794872,3.158777778
aff-1,0,0,6.688,0,2.18,0,0,0,0,0,0.092,0,0,0,0,0,0,3.201818182,0,0,2.642,0,0,0,0,3.344,0.545,0.011794872,0.684888889
age-1,42.43,76.806,41.402,81.698,107.576,51.196,25.668,34.246,74.488,32.31,83.994,17.11,1.572,10.81,0.112,0.023,0.823333333,20.80909091,6.621666667,0.134166667,7.639,21.75636364,0,10.3,42.43,59.104,66.5345,32.20769231,7.751
agef-1,50.846,84.88,80.958,106.336,74.254,63.22,65.732,89.368,60.68,101.642,83.406,15.035,8.26,35.478,55.698,41.107,19.71416667,27.38909091,31.68583333,1.65,0,0,50.75666667,60.25666667,50.846,82.919,77.3855,57.25128205,22.38922222
agl-1,1.822,0.952,3.454,0,1.284,9.874,5.56,0,3.018,0,0,2.3425,0,0.174,0,0.199,0,0.880909091,0,0.283333333,0,0,0,2.295,1.822,2.203,4.1795,0.649487179,0.320555556
agmo-1,0,0,1.764,0,1.218,0,0,0,0.07,0.198,0,0.0775,2.356,0,0,0,0,0.070909091,0,7.829166667,0,0.062727273,0,0,0,0.882,0.3045,0.344358974,1.060222222
agr-1,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0.0125,0,0,0,0,0,0.026,0,0,0,0.021333333
ags-3,32.778,34.656,41.506,66.43,19.446,37.704,65.494,85.634,16.04,40.116,45.294,4.185,53.562,21.782,4.24,87.838,17.00583333,24.85454545,11.0325,27.53666667,2.396,60.09909091,4.036666667,42.40833333,32.778,38.081,47.2685,34.6174359,30.91555556
agt-1,70.408,58.438,62,36.1,100.524,17.18,24.238,72.152,41.97,27.112,45.342,276.975,52.23,24.136,31.966,6.035,21.64166667,5.409090909,13.81166667,12.30416667,40.781,34.14363636,0.276666667,10.03666667,70.408,60.219,44.5105,66.21641026,17.09122222
agt-2,222.324,275.116,268.4,205.47,294.74,273.824,241.898,108.504,155.43,86.816,295.174,216.8325,77.256,209.426,125.148,24.724,48.5375,21.01090909,50.11583333,114.8908333,12.385,162.57,136.1283333,183.2933333,222.324,271.758,253.983,157.8487179,76.32822222
AH10.2,0,0,0,0.066,5.554,362.662,0,0,0.154,0.442,0,170.88,250.62,74.772,0.22,0,0,0,0,0.1475,46.403,0.372727273,0,0,0,0,92.0705,59.34769231,5.221111111
AH10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH9.1,1.412,0,0.29,0,0,0,0.106,0,0,0,0,1.065,0,0,0,0.095,0,4.425454545,0,0,9.22,0,0,0,1.412,0.145,0.0265,0.109230769,1.575888889
AH9.3,69.732,55.68,47.16,73.892,57.196,46.234,43.804,63.804,79.726,93.786,195.774,102.395,89.14,19.066,24.096,90.902,91.56,49.94090909,101.0375,129.64,49.233,24.61818182,41.15166667,92.02166667,69.732,51.42,55.2815,82.98820513,76.52655556
AH9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0.375
AH9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0.036888889
aha-1,37.23,61.934,43.918,56.51,32.43,44.5,16.71,118.124,60.85,91.196,150.336,1.755,35.484,8.038,0,40.519,17.85333333,0,25.56916667,0.038333333,56.533,22.00272727,1.52,47.88333333,37.23,52.926,37.5375,59.67076923,22.56111111
ahcy-1,236.742,318.482,357.32,344.09,329.618,329.302,418.584,414.51,243.352,520.22,416.584,574.89,317.852,396.86,324.908,376.871,361.4791667,340.9272727,332.68,352.4025,493.015,300.4481818,510.1316667,475.25,236.742,337.901,355.3985,396.6920513,380.278
aho-3,106.506,102.558,73.382,100.042,103.54,95.748,75.7,81.976,118.516,99.994,134.222,164.255,35.908,115.03,38.964,55.076,44.94,37.81181818,12.2225,41.4625,34.51,51.8,54.61166667,127.185,106.506,87.97,93.7575,96.92487179,46.17633333
ahr-1,0,0,0,0,0,0,0,0,0,0,0,0,13.816,0,0,28.894,1.005833333,0,3.376666667,0,9.036,0,0,0,0,0,0,1.771282051,4.798777778
ain-1,31.396,43.218,20.77,20.856,45.588,28.672,39.084,6.76,9.15,0.82,9.748,0.895,15.12,24.39,8.458,16.999,10.72833333,13.12545455,45.12916667,8.556666667,50.936,4.490909091,2.338333333,69.08,31.396,31.994,33.55,9.636153846,23.05122222
ain-2,80.042,79.774,49.572,107.344,116.14,93.508,67.206,79.81,103.104,99.054,108.246,140.06,55.024,52.67,74.592,121.102,99.98666667,119.2536364,114.1708333,97.85166667,107.575,127.0609091,3.985,10.18833333,80.042,64.673,96.0495,87.7625641,98.05977778
aip-1,37.916,59.766,65.734,58.128,54.102,40.16,37.74,42.314,65.816,26.308,24.7,0.22,34.906,31.03,40.62,70.984,50.005,16.90545455,141.9216667,0.896666667,13.896,54.36272727,0.6,71.315,37.916,62.75,47.5325,34.08589744,48.64577778
aipl-1,143.628,143.71,178.716,157.06,165.948,113.856,258.044,173.466,273.248,203.094,147.148,104.675,70.042,159.866,199.926,121.049,110.395,80.80727273,172.28,138.7366667,46.61,3.128181818,95.21333333,134.3066667,143.628,161.213,173.727,168.0166667,100.3771111
air-1,451.372,379.748,366.28,417.86,385.092,406.75,474.04,379.68,213.638,245.16,204.954,253.6075,301.206,302.304,498.798,166.22,90.26333333,123.3854545,144.4175,48.64583333,57.922,96.59909091,526.1816667,325.07,451.372,373.014,420.9355,301.1058974,146.3186667
air-2,138.578,123.988,100.876,198.58,141.058,190.392,173.84,308.452,193.406,269.85,311.486,119.63,166.55,267.688,38.45,209.415,252.715,232.4154545,322.1083333,130.32,205.769,259.9318182,138.615,361.7216667,138.578,112.432,175.9675,211.7417949,233.6822222
ajm-1,9.544,5.638,15.83,16.92,2.768,5.152,21.046,0,0,5.404,0,0,0.072,0.89,4.426,5.072,0,0.779090909,0,0.574166667,0,7.940909091,0,0.665,9.544,10.734,11.4715,1.383589744,1.750222222
aka-1,118.374,164.094,134.29,144.282,115.714,130.06,144.468,72.46,11.358,47.79,45.248,33.855,64.388,71.156,196.412,115.075,56.99166667,36.87090909,61.92916667,2.874166667,17.197,14.22818182,68.30166667,74.33666667,118.374,149.192,133.631,68.70461538,46.69088889
akt-1,487.23,496.504,411.338,571.734,474.034,518.476,445.668,763.906,732.2,672.194,877.392,288.4575,481.266,313.736,678.638,930.439,768.1275,941.1672727,744.99,172.385,139.963,152.0490909,126.565,504.5266667,487.23,453.921,502.478,608.9869231,519.3553333
akt-2,8.662,4.716,4.75,2.994,3.264,0.042,0.228,4.342,0.862,7.93,17.208,0.9375,19.468,34.614,0,44.828,0.174166667,19.57636364,28.0675,108.9516667,0.047,13.83545455,0,1.656666667,8.662,4.733,1.632,10.91974359,27.47266667
aldo-1,1.934,0.112,21.662,10.17,0.536,0,0,23.86,0,0.448,0,0,0,28.656,0.112,5.835,5.248333333,22.27454545,8.053333333,20.76083333,0,5.691818182,0,0,1.934,10.887,2.6765,6.804615385,8.608111111
aldo-2,378.318,943.582,1110.102,716.45,831.862,894.504,925.748,1117.314,887.192,1159.388,1184.168,863.925,1882.288,1100.294,1172.89,1095.506,1353.595,1218.062727,995.9941667,1033.686667,1052.424,1156.292727,987.0666667,980.035,378.318,1026.842,842.141,1178.804359,1111.101444
alg-1,8.126,12.454,5.58,9.708,12.268,24.906,6.818,9.242,10.962,4.798,7.18,3.83,41.472,6.456,0.024,10.674,36.67916667,16.26545455,10.01083333,20.27166667,2.027,55.97,0.185,2.84,8.126,9.017,13.425,10.66641026,19.36988889
alg-2,55.754,52.738,56.108,54.682,63.932,50.43,41.936,72.95,99.936,63.62,45.738,121.815,32.94,57.554,29.05,88.222,120.7991667,90.91272727,138.7825,141.78,93.816,156.8654545,84.73666667,57.11833333,55.754,54.423,52.745,64.00512821,113.4823333
alh-1,128.934,102.096,191.284,61.792,77.964,73.49,165.498,3.796,52.592,74.908,15.758,0.21,2.544,85.692,188.582,14.013,1.864166667,0.246363636,0.025833333,0.064166667,151.65,49.70909091,175.895,185.77,128.934,146.69,94.686,54.36410256,48.88422222
alh-10,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0.049166667,0.024545455,0,0,66.556,0,0.111666667,0,0,0,0.013,0,7.412111111
alh-11,17.638,17.194,14.664,1.656,26.524,1.706,25.606,0.59,0,30.056,0.118,0.61,74.928,78.73,57.236,0,0.039166667,0,3.208333333,0.5275,0.224,1.894545455,0,0,17.638,15.929,13.873,31.04435897,0.759777778
alh-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.035833333,0.071818182,0.035833333,0.128333333,194.771,0.205454545,0,0,0,0,0,0,21.72955556
alh-13,0.144,0,2.54,2.034,0.194,7.156,0.26,0.184,0.066,0,0,24.2225,94.482,26.666,0.116,0.868,5.0575,7.307272727,0.325,14.57416667,1055.693,25.32,0,0.995,0.144,1.27,2.411,18.06307692,124.1106667
alh-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alh-3,17.344,0,7.91,0,14.67,5.878,5.492,0,0,0,0,0,0,0,0.094,13.657,8.463333333,0,0.020833333,0,1.575,0,0,0.811666667,17.344,3.955,6.51,0.012051282,2.877777778
alh-4,74.46,69.732,76.274,117.842,120.036,106.562,64.602,138.148,66.766,93.998,106.534,18.93,114.082,29.874,156.424,71.099,30.45583333,25.48636364,54.515,83.28333333,95.318,27.19545455,20.46166667,104.2416667,74.46,73.003,102.2605,92.43205128,55.67711111
alh-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,11.71,0,0,0,0,0.785111111
alh-6,25.75,11.04,11.652,6.46,3.644,9.678,6.25,0,0.788,6.222,0,0,21.13,25.328,10.474,0,1.003333333,0,7.868333333,0,0.466,0,34.19166667,40.475,25.75,11.346,6.508,8.197692308,6.212444444
alh-7,14.116,7.262,2.938,21.158,5.692,11.554,1.212,9.354,21.344,15.348,10.688,37.05,2.712,34.774,8.148,20.018,8.135,16.68090909,24.33,6.836666667,3.006,12.63909091,11.05666667,30.26833333,14.116,5.1,9.904,16.92410256,14.137
alh-8,61.176,73.218,67.24,63.2,81.396,113.97,104.754,37.522,7.462,53.706,37.116,141.505,51.51,54.496,85.252,3.502,11.10166667,2.314545455,7.288333333,32.8525,33.481,11.33363636,80.89166667,150.67,61.176,70.229,90.83,56.44461538,28.04711111
alh-9,35.42,51.214,74.992,44.908,40.268,40.708,84.808,94.734,53.832,78.212,48.184,108.8825,150.392,37.566,86.75,132.754,45.07166667,21.87727273,77.75,39.41916667,80.575,72.25909091,0.681666667,46.51333333,35.42,63.103,52.673,81.63794872,59.98722222
alp-1,38.618,26.248,23.338,36.87,36.934,26.77,28.668,24.072,21.116,29.676,27.376,27.8875,4.114,20.742,41.48,10.906,0.054166667,0,0.028333333,2.385,0.69,2.47,16.11,39.72833333,38.618,24.793,32.3105,24.4725641,5.641888889
alr-1,0.36,5.166,0,0,0,0,0,67.572,0,22.13,1.178,24.7475,0,15.466,0,29.424,27.22916667,10.86454545,0,2.158333333,0,0.47,0.321666667,0,0.36,2.583,0,16.17230769,8.594444444
alx-1,55.008,52.652,60.178,45.062,40.49,56.26,39.582,56.126,61.87,54.54,41.43,41.3575,4.478,20.994,11.716,44.66,58.44083333,51.91363636,53.995,45.1825,27.682,17.96818182,5.13,4.566666667,55.008,56.415,45.3485,36.44102564,38.24133333
aly-1,59.176,27.742,85.566,68.84,56.78,36.552,71.56,315.876,406.448,275.59,325.448,154.655,263.156,92.086,15.91,496.936,672.435,538.5372727,615.9308333,737.3725,644.21,442.7281818,6.813333333,4.725,59.176,56.654,58.433,233.1074359,517.5941111
aly-2,318.926,374.65,421.168,459.6,407.59,371.958,279.374,588.7,527.164,551.008,603.126,718.295,752.87,366.79,639.938,590.195,562.6266667,591.9136364,739.1425,674.71,406.741,521.5109091,1540.678333,610.3,318.926,397.909,379.6305,590.2861538,653.785
aly-3,333.616,310.216,292.02,383.78,347.62,328.446,328.648,633.442,583.476,560.114,696.02,834.465,1013.948,495.056,490.672,922.122,1077.783333,662.2409091,977.1666667,1167.481667,946.032,939.0172727,598.2733333,460.0583333,333.616,301.118,347.1235,659.0128205,903.495
ama-1,21.18,23.43,27.724,21.596,32.45,23.886,16.32,28.226,18.924,30.25,33.168,26.6275,29.768,17.34,37.814,47.242,76.1075,51.56363636,60.38833333,54.84666667,44.119,39.23363636,5.485,29.93833333,21.18,25.577,23.563,27.79384615,49.12255556
aman-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.002777778
aman-2,67.36,93.77,76.732,95.266,89.076,79.534,56.634,66.482,82.882,64.77,72.076,27.67,5.242,33.344,21.886,35.506,2.724166667,17.42272727,1.315833333,6.5475,29.56,1.748181818,0.108333333,22.78833333,67.36,85.251,80.1275,47.28435897,12.51077778
aman-3,0,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280833333,1.81,0,0,0,0,0.123,0,0,0.238555556
amph-1,35.372,17.086,21.422,23.614,25.468,22.988,32.032,7.238,15.214,20.552,0.178,8.405,0,5.01,54.558,29.888,25.4025,40.90636364,13.23083333,18.50333333,62.753,6.457272727,4.443333333,133.8083333,35.372,19.254,26.0255,14.03512821,32.91733333
amt-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,1.27,0,0,0,0,0,0,0.163888889
amt-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320833333,0,0,0,0,0,0,0,0,0,0.042777778
amt-3,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019166667,0,0,0,0,0.522,0,0,0,0.002555556
amt-4,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0
amx-1,40.594,64.272,49.594,54.646,49.702,74.544,31.796,41.636,60.628,68.082,99.64,21.73,67.594,42.394,4.794,7.099,29.61416667,1.132727273,1.421666667,37.19166667,55.023,13.22727273,0,46.73833333,40.594,56.933,52.672,51.55794872,20.87044444
