,P0,AB,P1,ABa,ABp,EMS,P2,ABal,ABar,ABpl,ABpr,MS,E,C,P3,ABalx,ABarx,ABplx,ABprx,MSx,Ex,Cx,D,P4,1-cell,2-cell,4-cell,8-cell,16-cell
Y105C5B.11,0,0,0,2.748,0.384,0,0,2.584,0.202,6.648,0.104,0,5.856,0,0,4.211,4.943333333,1.141818182,3.2225,1.0175,12.16,11.24272727,0,0.051666667,0,0,0.783,1.973589744,4.560555556
Y105C5B.14,0,0,0,0,0,0,0,39.728,41.692,0,19.404,6.4575,0,0,0.236,0.758,12.85916667,29.64090909,15.33583333,0.088333333,12.838,25.58727273,0,0,0,0,0,13.61871795,12.03188889
Y105C5B.1413,0,0,0,0,0,0,0,0.396,15.67,54.244,12.418,45.7975,71.71,0,0,2.768,14.87333333,23.32818182,2.674166667,16.345,0,0,0,0,0,0,0,24.49692308,7.677777778
Y105C5B.1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.15,0,0,0,4.794,0,1.344,0,0,2.172,35.06,0,31.4175,0.094,0.316,0,0.433,0.2,10.42636364,2.795,23.005,0,0.104545455,0,0,0,0,1.5345,8.048205128,4.801888889
Y105C5B.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0,0.745555556
Y105C5B.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.19,29.204,32.96,46.47,45.962,52.61,53.66,25.976,82.114,78.93,46.372,67.126,71.3525,106.614,39.61,41.408,35.168,33.38583333,80.13272727,102.4558333,41.19416667,53.191,6.583636364,0.206666667,43.88,29.204,39.715,44.552,66.57128205,46.96022222
Y105C5B.20,0.196,0,0,0,0.306,0,0,0.204,1.756,2.18,0.3,0,0,0,0,39.268,17.32,9.033636364,0.405,0.0675,19.198,0,0,0,0.196,0,0.0765,0.569230769,9.972666667
Y105C5B.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0.45,0.373333333,0,0,0,0,0,0,0,0,0.123
Y105C5B.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.7,0,0,0,0,0,3.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,0,0
Y105C5B.8,0,0,0,0,0,0.306,0,0,0,0,0,0,14.566,0,0,0.048,0,0,7.6825,0,26.2,0,0,0.083333333,0,0,0.0765,1.867435897,3.946333333
Y105C5B.9,0.386,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0.057,0.286666667,3.245454545,0,0,233.7,0,0,0.196666667,0.386,0,0,0.517948718,26.421
Y105C5B.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0.111777778
Y105C5B.t3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.t4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.1,0.132,0,0,0,0,5.456,0,48.03,0,0,0,7.88,0,15.95,0,24.861,7.61,53.81727273,91.9575,18.94666667,67.071,0.061818182,0.561666667,0,0.132,0,1.364,9.010769231,32.63922222
Y105E8A.10,48.342,52.114,67.086,61.15,75.92,38.224,44.032,74.722,131.168,50.912,113.022,44.985,68.976,28.014,17.04,39.883,30.795,29.03636364,61.90666667,23.53916667,18.532,28.84,13.20666667,3.763333333,48.342,59.6,54.8315,66.64641026,30.19444444
Y105E8A.11,44.66,12.47,45.094,48.678,18.138,16.378,18.508,24.08,41.006,64.232,49.646,135.32,13.742,57.376,192.792,37.262,26.52416667,21.73090909,33.63416667,0.340833333,0,28.48909091,21.36333333,0.291666667,44.66,28.782,25.4255,70.65769231,19.78844444
Y105E8A.13,1.132,0.078,0.582,1.092,0.312,0,0.44,0,0.818,0.226,0.904,0,0,3.402,1.006,0.246,0.215,17.25636364,0.475,0,0,0,0,0.136666667,1.132,0.33,0.461,0.814871795,2.237555556
Y105E8A.14,11.14,6.56,9.076,11.584,3.536,1.86,3.904,0,9.364,0,0,1.005,0,0,0,10.739,9.304166667,7.266363636,0,0.0975,0,0,39.38166667,0.106666667,11.14,7.818,5.221,1.303589744,5.967444444
Y105E8A.19,27.724,44.898,35.044,70.052,67.104,51.79,28.816,14.904,78.02,44.588,95.888,13.5875,17.676,73.696,3.746,33.282,25.5275,40.84090909,86.48666667,21.56,5.035,22.54181818,3.96,2.213333333,27.724,39.971,54.4405,43.51128205,30.22566667
Y105E8A.2,105.434,112.034,87.188,170.516,133.232,88.45,93.826,87.542,84.158,110.346,85.05,122.1075,54.27,70.908,72.984,25.342,55.47583333,46.74454545,58.01083333,20.1,12.236,19.83181818,13.13,93.93666667,105.434,99.611,121.506,84.99282051,37.26177778
Y105E8A.20,21.404,65.012,40.53,68.752,52.968,90.678,34.332,0.502,5.698,41.938,19.196,37.4175,1.044,0.62,0.528,24.742,23.5225,43.95,12.8575,0.13,0.119,60.83727273,0,16.17666667,21.404,52.771,61.6825,12.75128205,21.51611111
Y105E8A.21,60.884,71.5,92.712,77.892,57.78,83.982,67.852,74.476,125.122,100.162,46.184,33.5075,94.926,79.38,44.672,79.43,74.37583333,69.08909091,40.1475,17.70333333,33.658,89.58181818,30.30333333,70.58833333,60.884,82.106,71.8765,75.8625641,56.31477778
Y105E8A.23,12.888,16.28,25.256,5.188,3.444,5.17,6.472,3.302,44.236,0.506,0.034,0.305,10.974,0.472,11.588,7.801,0.011666667,0.471818182,47.98833333,3.631666667,0,0,0.616666667,0.283333333,12.888,20.768,5.0685,9.148205128,7.868666667
Y105E8A.24,8.73,2.558,10.026,2.11,2.28,0.804,0.32,8.384,6.718,1.864,0.246,0.425,0.03,16.79,1.326,8.429,10.93,5.714545455,14.67583333,0.746666667,1.127,0.093636364,0,7.48,8.73,6.292,1.3785,4.576666667,5.784
Y105E8A.25,0.318,0.79,0,0,22.04,0,0,0,0.654,0,0,0,14.296,0.592,0.412,0,19.23,0,0,0.2675,0,2.020909091,0,0,0.318,0.395,5.51,2.045384615,2.846666667
Y105E8A.27,0,0,0,0.114,8.728,0,0,0,2.254,0,0,0,0,0,0,0,0,1.08,0.390833333,34.765,1.661,0,0,0,0,0,2.2105,0.288974359,5.004
Y105E8A.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9875,0,0.518333333,0.765833333,0,0,0,0,0,0,0,0,0.836222222
Y105E8A.29,2.068,1.388,0.742,0,7.336,2.362,0.292,1.108,7.644,0.374,2.14,0,12.352,1.786,0,0.539,1.034166667,1.365454545,0.029166667,0,0,0.023636364,0,0,2.068,1.065,2.4975,3.256923077,0.371444444
Y105E8A.3,90.728,119.678,81.258,121.294,122.178,103.164,125.854,73.068,143.36,148.306,33.82,122.46,66.294,150.554,66.834,26.034,46.12916667,87.29909091,31.45666667,71.80333333,56.613,120.91,30.14833333,183.035,90.728,100.468,118.1225,100.0261538,68.76155556
Y105E8A.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96,0,0,0,0,0,0,0,0,0,0,0,1.061333333
Y105E8A.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0,0.083222222
Y105E8A.36,58.29,24.616,23.496,66.496,76.764,47.056,51.898,39.154,34.61,17.136,39.996,417.4475,69.388,48,18.194,23.667,10.17333333,34.35636364,56.38583333,7.566666667,2.085,1.064545455,7.958333333,22.07666667,58.29,24.056,60.5535,76.97897436,19.07633333
Y105E8A.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.671666667,0,0,0,0,0,0,0,0,0,0.622888889
Y105E8A.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8A.8,127.52,143.802,116.088,133.116,116.818,118.56,146.03,75.788,65.024,62.288,97.816,6.22,43.466,123.166,115.754,0.414,3.655833333,32.21454545,0.038333333,0.2625,0.185,0.590909091,91.95833333,66.69166667,127.52,129.945,128.631,75.42025641,15.18033333
Y105E8B.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,41.274,0,0,0,0,0,0,0,4.596888889
Y105E8B.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8B.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8B.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8B.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105E8B.5,122.978,52.61,55.242,67.364,16.986,53.154,36.64,25.3,14.256,55.344,61.972,82.44,53.752,33.094,0,26.851,4.899166667,35.48363636,0.1075,22.93083333,406.399,100.6918182,0,0.106666667,122.978,53.926,43.536,39.70128205,68.51466667
Y105E8B.6,19.738,17.644,12.376,17.356,14.11,19.598,9.354,35.96,18.024,21.554,24.128,10.5825,43.024,8.882,59.854,34.172,17.77916667,35.08454545,82.27833333,31.22166667,51.594,19.03,24.77166667,5.728333333,19.738,15.01,15.1045,28.19128205,35.68077778
Y105E8B.7,2.746,28.9,35.984,11.71,0,0,20.564,0.084,0.186,0,0,0,0.132,77.378,24.508,31.201,74.81416667,1.02,30.19583333,43.22416667,19.835,31.20636364,91.93666667,0.175,2.746,32.442,8.0685,13.11384615,35.51477778
Y105E8B.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0.588333333,0,151.071,0.188181818,0.225,0,0,0,0,0,16.91033333
Y106G6A.1,42.946,50.262,24.378,50.306,36.154,87.48,37.342,12.81,13.73,76.076,38.946,45.2425,81.504,66.104,20.9,6.692,3.125,19.69727273,3.008333333,8.6975,7.583,24.88,0,25.62166667,42.946,37.32,52.8205,44.39282051,10.72
Y106G6A.2,226.554,159.42,167.338,66.53,38.224,151.69,272.362,58.596,8.15,128.442,13.96,2.79,190.032,82.582,287.16,77.941,185.31,266.5527273,185.1475,93.37,243.128,94.74545455,215.3316667,293.0466667,226.554,163.379,132.2015,98.86589744,175.5685556
Y106G6A.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.193,2.695833333,0,0,0,0,1.072727273,0,0,0,0,0,0,0.734222222
Y106G6A.5,278.462,310.918,205.044,343.542,368.368,255.018,256.21,428.12,299.788,397.938,397.49,782.9175,139.45,373.848,119.214,146.607,116.2416667,10.11636364,25.37083333,17.38416667,7.516,97.71545455,539.725,352.595,278.462,257.981,305.7845,356.69,110.9917778
Y106G6A.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6A.7,0,0,0,0,0,0,0,0,0,0,0,0,0,13.836,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773846154,0
Y106G6A.8,0,0,0,0,0,0,0,0,0,0,0,0,8.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.053333333,0
Y106G6A.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6C.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6D.1,0.094,0,0,0.042,0,20.044,0,66.462,59.038,111.696,36.012,46.955,130.506,75.688,0.218,269.81,360.53,340.4527273,633.4658333,352.5533333,502.107,310.4418182,1.301666667,3.991666667,0.094,0,5.0215,66.30564103,345.2151111
Y106G6D.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6D.2,0.312,0.592,0.838,20.402,0,30.826,1.136,296.374,337.784,293.416,163.364,294.15,437.218,158.708,84.422,839.704,737.465,732.04,958.3491667,1051.645833,971.261,832.8845455,74.71333333,10.14666667,0.312,0.715,13.091,257.2571795,764.4722222
Y106G6D.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121,0,0,0,0,0,0,0,0,0,0,0,0,0.346777778
Y106G6D.4,0,0,0,0,0,2.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0
Y106G6D.5,12.992,9.598,14.722,13.738,11.83,20.046,0,0,7.918,21.546,29.808,0,0,16.502,0,17.205,0.115,15.10272727,0,15.22416667,5.237,0.055454545,0,0,12.992,12.16,11.4035,9.714615385,6.391444444
Y106G6D.6,26.884,12.146,35.328,15.654,17.004,18.872,0.356,22.802,35.924,19.386,18.764,3.6375,18.48,1.864,0.166,16.472,3.014166667,8.618181818,7.430833333,2.943333333,54.476,32.67090909,0,12.34833333,26.884,23.737,12.9715,15.4225641,15.53788889
Y106G6D.7,24.934,31.66,6.35,44.72,23.654,33.174,26.27,18.55,19.646,32.14,16.952,10.85,7.56,14.13,0.356,31.554,7.084166667,4.585454545,19.81833333,51.77,13.568,6.181818182,6.431666667,0,24.934,19.005,31.9545,15.13,17.248
Y106G6D.8,0.602,13.874,0.428,0,0,8.366,0.316,0,0,3.704,0,33.5275,0,0,0,0,13.4475,0.150909091,0,25.37666667,0,12.62545455,0,0,0.602,7.151,2.1705,3.913589744,6.738111111
Y106G6D.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6D.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6E.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6E.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6E.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6E.4,20.04,19.432,20.112,18.624,1.874,20.23,4.918,41.518,14.55,38.264,11.272,10.6325,0.198,53.132,3.68,53.813,11.84166667,0,9.759166667,3.825833333,0,1.09,0,76.83166667,20.04,19.772,11.4115,21.93846154,14.62477778
Y106G6E.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6G.1,0,0.228,0,0.438,0,0,25.01,0.238,18.794,0,0,0,0.28,0,0,0.352,25.80833333,56.71636364,0.103333333,0,0,14.91818182,0.39,0,0,0.114,6.362,2.475897436,12.27533333
Y106G6G.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023333333,0,0,0,0,0,0,0,0,0.003111111
Y106G6G.4,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,2.634166667,0,0,0,0,0,0,0,1.745,0,0.351222222
Y106G6G.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6G.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6G.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y106G6H.1,0.158,0,3.156,0,0,0,0,0,0,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,1.578,0,0.07,0
Y106G6H.10,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.316,0.305833333,0.726363636,0.778333333,0.124166667,0.254,0.327272727,0,0,0,0,0,0.012820513,0.353222222
Y106G6H.13,0,6.668,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,11.91583333,0,0,0,0,0,3.334,0,0.024615385,1.588777778
Y106G6H.14,148.214,92.42,69.11,54.13,65.888,54.664,41.834,62.774,16.886,60.566,79.08,0.665,165.53,135.18,44.856,21.325,2.24,1.844545455,0,12.38,0.187,46.41090909,18.28666667,40.84666667,148.214,80.765,54.129,72.48769231,14.17966667
Y106G6H.15,237.586,168.884,135.72,207.448,194.038,161.996,105.416,188.388,123.572,169.026,221.61,190.83,233.404,101.252,246.194,35.229,76.86916667,94.36,34.29083333,99.74833333,8.042,39.14727273,40.71666667,296.525,237.586,152.302,167.2245,184.1166667,71.72933333
Y106G6H.16,255.324,120.16,89.728,137.386,112.944,90.2,109.4,105.484,289.072,117.46,191.768,102.54,69.384,141.388,149.876,72.546,33.265,56.85909091,28.61083333,3.9425,31.931,117.4409091,92.25333333,292.8433333,255.324,104.944,112.4825,146.9825641,67.36077778
Y106G6H.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.363333333,0,0,0,0,0,0,0,0,0,0.715111111
Y106G6H.4,3.218,0,0,0,0,0,0,0,0,1.27,0,0,2.35,0,0,39.208,94.14833333,50.38090909,49.75416667,28.58083333,250.29,43.02181818,0,0.101666667,3.218,0,0,0.464102564,66.58688889
Y106G6H.5,87.772,85.974,117.076,97.684,135.15,35.542,78.264,41.724,113.814,106.508,81.232,32.565,70.388,2.568,120.692,45.693,71.10916667,104.3372727,100.005,65.26166667,42.105,1.855454545,0.46,61.375,87.772,101.525,86.66,72.17666667,58.37355556
Y106G6H.6,289.638,274.444,203.36,306.16,302.842,284.598,245.144,394.994,244.094,300.408,402.566,287.33,353.248,179.686,146.496,232.775,161.7016667,189.1381818,165.2258333,148.0566667,19.118,181.5954545,73.32833333,154,289.638,238.902,284.686,288.6353846,151.7864444
Y106G6H.8,151.422,82.474,88.76,134.414,117.222,127.118,139.112,97.856,113.664,118.37,37.926,6.8425,9.234,148.332,85.86,0.12,6.935833333,0,0,0.096666667,3.904,18.16636364,32.42,141.4766667,151.422,85.617,129.4665,79.06615385,15.19822222
Y106G6H.9,0,0,0,0,0,0,0,0,0.196,0,0,0,1.866,0,0,0.121,0.615,1.14,0.9575,0.128333333,0.28,0.516363636,0,0,0,0,0,0.264358974,0.473777778
Y108F1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y108F1.5,0.054,0,0,0,0,0.084,0.11,0.078,0,0,0,0,0,10.406,0.444,0,0.1,0.068181818,0.059166667,0,0,0,0.07,0.133333333,0.054,0,0.0485,1.401025641,0.043111111
Y108G3AL.2,95.694,92.594,94.932,109.288,112.43,155.342,80.652,144.844,167.836,102.472,100.92,128.1825,118.836,121.146,130.854,70.464,131.2116667,61.37636364,121.9366667,101.37,62.174,129.7209091,7.908333333,134.3683333,95.694,93.763,114.428,126.8530769,94.84811111
Y108G3AL.3,0,0,0,0,0,0,0,0.05,0.054,0,0,0,0,0.302,16.63,7.698,2.703333333,0.284545455,0.645,0,0,0,0,0,0,0,0,2.184102564,1.336555556
Y108G3AL.7,1.926,1.762,3.498,2.228,1.046,1.512,7.214,2.764,5.318,2.586,3.192,0.4775,0.726,0.066,6.308,7.64,1.185833333,9.806363636,1.839166667,4.860833333,3.398,3.241818182,1.066666667,0.041666667,1.926,2.63,3,2.736153846,3.946555556
Y108G3AL.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y108G3AL.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y10G11A.1,159.052,134.144,132.058,117.244,83.17,87.98,122.568,87.772,65.762,45.884,142.238,7.085,104.902,46.548,95.762,44.992,48.8625,48.68363636,13.0575,17.11416667,35.01,9.556363636,382.0633333,41.93,159.052,133.101,102.7405,76.2225641,54.81144444
Y10G11A.90,158.634,33.736,173.976,18.102,23.728,36.928,107.964,26.89,11.034,4.77,11.666,0,0.722,17.906,121.254,16.877,24.68083333,4.073636364,3.67,0,0,0.825454545,368.5716667,78.82833333,158.634,103.856,46.6805,24.90282051,36.08077778
Y110A2AL.1,1.658,0.13,0,4.396,0.158,37.124,0,37.782,31.848,0.376,97.498,0,17.378,0,0,0,2.2575,0,0,0,0,31.38909091,0,0,1.658,0.065,10.4195,23.70282051,4.137444444
Y110A2AL.10,1.258,0,0,0,4.42,4.874,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,1.258,0,2.3235,0.328717949,0
Y110A2AL.12,2.46,3.13,1.424,0.368,4.302,0.466,0,0.08,0,0,0,0,0,0,0,0,0.16,0,0,3.553333333,0,0,0,0,2.46,2.277,1.284,0.01025641,0.495111111
Y110A2AL.13,13.348,5.154,20.766,10.476,3.628,2.38,0,16.07,19.01,0.736,36.916,1.0175,16.606,6.872,0,2.072,0.3025,1.48,11.78166667,2.311666667,17.009,0.540909091,0,19.06166667,13.348,12.96,4.121,12.43897436,5.557333333
Y110A2AL.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110833333,0,0,0,0,0,0,0,0,0.014777778
Y110A2AL.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.769166667,0,0,0,0,0,0,0,0,0.635888889
Y110A2AL.4,0,0,0,0,0,0,0,0,33.548,0,0,0,0.23,0,0.242,120.628,5.348333333,38.54363636,378.0916667,100.7258333,0.1,17.44636364,3.976666667,0.205,0,0,0,4.361538462,85.09166667
Y110A2AL.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AL.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A2AM.1,1.982,0,0,7.852,0,0,0,17.186,6.958,0,4.52,0,0,0,0,0,0.114166667,1.949090909,0,0,0.444,0,0,0,1.982,0,1.963,3.674871795,0.302777778
Y110A2AM.4,6.88,1.538,0.848,2.262,2.666,3.264,3.036,4.944,3.29,5.914,5.962,1.1575,2.366,3.114,1.22,11.416,2.3425,4.184545455,33.54416667,1.839166667,20.411,1.519090909,60.73833333,1.798333333,6.88,1.193,2.807,3.555897436,13.43266667
Y110A2AR.1,221.636,345.11,427.558,290.636,313.144,319.48,377.064,205.64,254.442,313.936,247.318,433.21,175.724,333.41,369.584,28.525,140.0658333,57.04090909,11.74333333,18.62,20.018,154.3690909,163.25,419.505,221.636,386.334,325.081,288.0284615,92.80688889
Y110A2AR.3,262.486,169.36,117.558,293.344,278.436,208.136,127.706,7.772,345.63,133.186,307.992,254.5425,203.45,296.22,66.682,191.123,153.7883333,177.8427273,202.0783333,443.0916667,35.294,84.34272727,744.8416667,414.64,262.486,143.459,226.9055,200.5853846,241.0288889
Y110A7A.15,438.956,336.334,328.528,203.458,129.15,500.326,244.006,113.672,240.164,10.954,207.736,1.27,152.686,185.434,68.606,26.969,23.92166667,116.9436364,116.2908333,48.35416667,17.175,329.1045455,301.165,142.5933333,438.956,332.431,269.235,125.6753846,114.148
Y110A7A.19,42.472,31.934,42.08,6.65,2.628,22.65,38.478,0.17,0,14.196,0.13,28.3325,0,11.568,48.764,0.569,25.78916667,12.04727273,0.518333333,0.148333333,1.888,19.42181818,5.741666667,27.58666667,42.472,37.007,17.6015,12.49923077,9.868555556
Y110A7A.2,0,0,0,0.544,0,0,0,0,0,0,0,2.555,0,0,0,0,0,0,0.175833333,1.570833333,0.732,0,0,0,0,0,0.136,0.262051282,0.314222222
Y110A7A.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y110A7A.21,0,0.132,0,0,0,0,0,0,0,0,0,0,1.702,0,0,0,0.289166667,6.81,0,0,0,12.44636364,0,0,0,0.066,0,0.218205128,2.392111111
Y110A7A.23,0,0,0,1.238,0,1.784,0,0.68,0,0,0,0,0,0,0,0,0,0,9.808333333,0,0,0,0,0,0,0,0.7555,0.087179487,1.307777778
